0.7,-0.3,0,0,0,0,0,0,0,0,0,0,0
0.69716,-0.30006,-0.0026354,-0.07854,0.014207,-0.01637,-0.043002,0.07854,0.07854,-0.07854,0.030086,-0.034771,0
0.69764,-0.29991,0.00090764,-0.15708,0.027439,-0.032661,-0.085008,0.15708,0,0,-0.034301,0.042122,0
0.69726,-0.30001,0.00093693,-0.23562,0.040303,-0.048791,-0.12638,0.23562,0.000301,-0.0046029,-0.040136,0.043655,0
0.69535,-0.30049,-0.00061246,-0.2813,0.052623,-0.064656,-0.16676,0.26704,0.038372,-0.062778,-0.033054,0.016469,0
0.69303,-0.30117,-0.002601,-0.30614,0.064598,-0.080124,-0.20606,0.27847,0.084813,-0.13779,-0.024305,-0.020853,0
0.69065,-0.30192,-0.0046881,-0.3228,0.07633,-0.095172,-0.24432,0.28223,0.13269,-0.21633,-0.01577,-0.061727,0
0.68831,-0.3027,-0.006779,-0.3354,0.087856,-0.1098,-0.28157,0.28232,0.18014,-0.29487,-0.007783,-0.1039,0
0.686,-0.3035,-0.0088544,-0.34567,0.099185,-0.12403,-0.31783,0.28042,0.22655,-0.37341,-0.00038957,-0.1464,0
0.6837,-0.30432,-0.010906,-0.35445,0.11032,-0.13785,-0.35312,0.27733,0.27168,-0.45195,0.0064313,-0.18876,0
0.68142,-0.30516,-0.01293,-0.36223,0.12125,-0.15129,-0.38745,0.27351,0.31544,-0.53049,0.012717,-0.2307,0
0.67916,-0.30601,-0.014918,-0.36927,0.13198,-0.16436,-0.42084,0.26922,0.35782,-0.60845,0.018507,-0.27207,0
0.67696,-0.30685,-0.016858,-0.37576,0.1425,-0.17707,-0.45329,0.26463,0.39883,-0.68483,0.023838,-0.31278,0
0.6746,-0.30708,-0.018944,-0.3816,0.22104,-0.25561,-0.40335,0.25985,0.4571,-0.75268,0.043831,-0.34234,0
0.67234,-0.30751,-0.020939,-0.38742,0.27317,-0.33415,-0.38885,0.25524,0.50836,-0.82206,0.058464,-0.37509,0
0.67019,-0.30811,-0.022834,-0.39298,0.3105,-0.4056,-0.38914,0.25055,0.55328,-0.89178,0.06858,-0.41001,0
0.66813,-0.30877,-0.024651,-0.39824,0.34008,-0.461,-0.39668,0.24575,0.5942,-0.96076,0.076133,-0.44562,0
0.66614,-0.30947,-0.026406,-0.40324,0.36503,-0.50673,-0.40825,0.24088,0.63258,-1.0285,0.082287,-0.48118,0
0.66422,-0.31019,-0.028108,-0.40803,0.38674,-0.54569,-0.42236,0.23599,0.66901,-1.095,0.087494,-0.5164,0
0.66235,-0.31091,-0.029759,-0.41263,0.406,-0.57952,-0.43817,0.2311,0.70382,-1.1601,0.091987,-0.55117,0
0.66053,-0.31163,-0.031364,-0.41707,0.42328,-0.60927,-0.45517,0.22623,0.7372,-1.2238,0.095906,-0.5854,0
0.65876,-0.31235,-0.032925,-0.42136,0.43894,-0.63567,-0.47298,0.2214,0.76929,-1.2861,0.099346,-0.61906,0
0.65704,-0.31306,-0.034444,-0.42552,0.4532,-0.65925,-0.49134,0.21661,0.80019,-1.347,0.10237,-0.65213,0
0.65537,-0.31377,-0.035922,-0.42955,0.46625,-0.68042,-0.51005,0.21187,0.82998,-1.4066,0.10504,-0.68459,0
0.65374,-0.31448,-0.03736,-0.43348,0.47824,-0.6995,-0.52898,0.20719,0.85872,-1.4648,0.10738,-0.71644,0
0.65216,-0.31517,-0.038761,-0.43731,0.48928,-0.71674,-0.54798,0.20257,0.88649,-1.5218,0.10944,-0.74768,0
0.65061,-0.31586,-0.040125,-0.44104,0.49947,-0.73237,-0.56697,0.19801,0.91332,-1.5775,0.11124,-0.7783,0
0.64911,-0.31653,-0.041454,-0.44468,0.50888,-0.74657,-0.58588,0.19353,0.93926,-1.6318,0.1128,-0.80832,0
0.64764,-0.3172,-0.042748,-0.44824,0.51759,-0.75949,-0.60463,0.18911,0.96436,-1.685,0.11415,-0.83773,0
0.64622,-0.31786,-0.044008,-0.45171,0.52566,-0.77126,-0.62318,0.18476,0.98864,-1.7369,0.1153,-0.86653,0
0.64483,-0.3185,-0.045236,-0.45511,0.53313,-0.78199,-0.64148,0.18049,1.0121,-1.7877,0.11627,-0.89474,0
0.64347,-0.31914,-0.046432,-0.45843,0.54005,-0.7918,-0.6595,0.17628,1.0349,-1.8373,0.11708,-0.92236,0
0.64215,-0.31977,-0.047597,-0.46169,0.54646,-0.80077,-0.6772,0.17215,1.0569,-1.8857,0.11774,-0.94939,0
0.64087,-0.32039,-0.048732,-0.46487,0.5524,-0.80897,-0.69458,0.1681,1.0783,-1.933,0.11825,-0.97585,0
0.63961,-0.32099,-0.049837,-0.46798,0.5579,-0.81649,-0.7116,0.16411,1.099,-1.9791,0.11864,-1.0017,0
0.6384,-0.32159,-0.050914,-0.47104,0.56299,-0.82338,-0.72825,0.1602,1.119,-2.0242,0.11892,-1.027,0
0.63721,-0.32217,-0.051964,-0.47402,0.5677,-0.8297,-0.74452,0.15636,1.1385,-2.0683,0.11908,-1.0518,0
0.63605,-0.32275,-0.052985,-0.47695,0.57206,-0.83551,-0.76041,0.15259,1.1573,-2.1112,0.11915,-1.076,0
0.63492,-0.32331,-0.053981,-0.47981,0.57607,-0.84084,-0.77589,0.14889,1.1755,-2.1532,0.11912,-1.0997,0
0.63382,-0.32386,-0.05495,-0.48262,0.57978,-0.84575,-0.79098,0.14527,1.1932,-2.1941,0.11901,-1.1228,0
0.63276,-0.3244,-0.055894,-0.48537,0.58319,-0.85026,-0.80567,0.14171,1.2104,-2.234,0.11883,-1.1454,0
0.63171,-0.32494,-0.056813,-0.48806,0.58633,-0.85442,-0.81995,0.13823,1.227,-2.273,0.11858,-1.1675,0
0.6307,-0.32546,-0.057708,-0.4907,0.58921,-0.85826,-0.83383,0.13481,1.2431,-2.311,0.11826,-1.1891,0
0.62971,-0.32597,-0.058579,-0.49328,0.59185,-0.8618,-0.8473,0.13146,1.2587,-2.3481,0.11789,-1.2102,0
0.62875,-0.32646,-0.059428,-0.49581,0.59426,-0.86507,-0.86038,0.12818,1.2739,-2.3842,0.11747,-1.2307,0
0.62782,-0.32695,-0.060254,-0.49829,0.59646,-0.8681,-0.87306,0.12497,1.2886,-2.4195,0.117,-1.2508,0
0.62691,-0.32743,-0.061057,-0.50071,0.59845,-0.8709,-0.88535,0.12183,1.3028,-2.4539,0.11649,-1.2704,0
0.62602,-0.3279,-0.061839,-0.50308,0.60025,-0.8735,-0.89725,0.11875,1.3167,-2.4873,0.11594,-1.2895,0
0.62516,-0.32836,-0.0626,-0.50541,0.60188,-0.87591,-0.90878,0.11573,1.3301,-2.52,0.11536,-1.3082,0
0.62432,-0.3288,-0.063341,-0.50768,0.60333,-0.87815,-0.91992,0.11278,1.3431,-2.5518,0.11475,-1.3264,0
0.6235,-0.32924,-0.064061,-0.50991,0.60462,-0.88023,-0.9307,0.1099,1.3557,-2.5827,0.11411,-1.3441,0
0.62271,-0.32967,-0.064762,-0.51209,0.60577,-0.88218,-0.94112,0.10707,1.3679,-2.6129,0.11345,-1.3614,0
0.62194,-0.33008,-0.065443,-0.51422,0.60677,-0.88399,-0.95118,0.10431,1.3797,-2.6423,0.11278,-1.3783,0
0.62118,-0.33049,-0.066106,-0.5163,0.60763,-0.88569,-0.9609,0.10161,1.3912,-2.6709,0.11208,-1.3947,0
0.62045,-0.33089,-0.06675,-0.51834,0.60837,-0.88727,-0.97027,0.09897,1.4023,-2.6987,0.11138,-1.4107,0
