0.54773,1.5005,-0.54773,0.25936,-0.22382,-0.10811
0.55834,1.4242,-0.52505,0.25755,-0.21666,-0.099912
0.55854,1.3451,-0.51145,0.25094,-0.21634,-0.090794
0.54854,1.2648,-0.50696,0.24434,-0.20867,-0.078042
0.53919,1.3424,-0.53039,0.26448,-0.20214,-0.064534
0.51988,1.2636,-0.53543,0.25466,-0.19564,-0.049978
0.5287,1.1847,-0.51148,0.24415,-0.19013,-0.036895
0.40859,1.1349,-0.38743,0.24173,-0.16306,-0.019003
0.29121,1.0779,-0.26619,0.23508,-0.13662,-0.001479
0.18642,1.012,-0.16785,0.22346,-0.1142,0.015837
0.080895,0.91546,-0.072278,0.20726,-0.093859,0.005572
0.05799,0.80237,-0.031579,0.18059,-0.086507,0.010195
0.045984,0.66007,-0.05377,0.14748,-0.08298,-0.0034566
0.080037,0.58301,-0.0018815,0.12852,-0.085025,0.0082375
0.019938,0.5073,-0.054019,0.11523,-0.073427,0.0016735
0.073586,0.42977,0.0074165,0.095209,-0.079155,0.01239
0.020651,0.34061,-0.054683,0.078943,-0.068415,0.0036753
0.081571,0.26336,0.01397,0.058031,-0.075867,0.013844
0.015957,0.13995,-0.039604,0.034292,-0.06232,0.001421
0.069705,0.062581,0.02391,0.012049,-0.069257,0.011299
0.024355,-0.041899,-0.021535,-0.0064392,-0.058769,0.001919
0.051817,0.024183,0.015748,0.0024613,-0.061276,0.0088555
0.031176,-0.016118,-0.012272,-0.00089378,-0.055109,0.0021886
0.041722,0.011018,0.0089803,-0.00017616,-0.054564,0.0063863
0.031471,-0.0073669,-0.0067174,0.00046907,-0.050211,0.0030235
0.035067,0.004992,0.0049028,-0.00076018,-0.048396,0.0052108
0.029244,-0.0033418,-0.0035884,0.00068989,-0.04483,0.0031697
0.029812,0.0022536,0.0026043,-0.00069047,-0.042445,0.0044225
0.025969,-0.0015099,-0.0018784,0.00055639,-0.039225,0.003079
0.025248,0.0010162,0.0013575,-0.00048477,-0.036562,0.0037568
