0.7,-0.3,0,0,0,0,0,0,0,0,0,0,0
0.7,-0.3,-0.0037306,-0.07854,0.07854,-0.07854,-0.07854,0.07854,0.07854,-0.07854,0.07854,-0.07854,0
0.7,-0.3,0,-0.15708,0.15708,-0.15708,-0.15708,0.15708,0,0,0,0,0
0.7,-0.3,-0.0037306,-0.23562,0.23562,-0.23562,-0.23562,0.23562,0.07854,-0.07854,0.07854,-0.07854,0
0.7,-0.3,-0.0074613,-0.31416,0.31416,-0.31416,-0.15708,0.31416,0.15708,-0.15708,0.15708,-0.15708,0
0.7,-0.3,-0.011192,-0.3927,0.3927,-0.3927,-0.23562,0.3927,0.23562,-0.23562,0.23562,-0.23562,0
0.7,-0.3,-0.014923,-0.31416,0.47124,-0.47124,-0.31416,0.31416,0.31416,-0.31416,0.31416,-0.31416,0
0.7,-0.3,-0.018653,-0.3927,0.54978,-0.54978,-0.3927,0.23562,0.3927,-0.3927,0.3927,-0.3927,0
0.7,-0.3,-0.022384,-0.47124,0.62832,-0.62832,-0.47124,0.15708,0.47124,-0.47124,0.47124,-0.47124,0
0.69753,-0.30096,-0.025161,-0.54978,0.70686,-0.70686,-0.54978,0.10155,0.54978,-0.54978,0.46958,-0.54978,0
0.69268,-0.30283,-0.027022,-0.62832,0.62832,-0.65358,-0.62832,0.046048,0.62832,-0.62832,0.39104,-0.62832,0
0.68784,-0.3047,-0.028883,-0.63033,0.671,-0.73212,-0.70686,0.0089865,0.70686,-0.70686,0.3125,-0.70686,0
0.68299,-0.30657,-0.030743,-0.65059,0.61772,-0.74222,-0.7854,0.044705,0.7854,-0.7854,0.23396,-0.7854,0
0.67815,-0.30844,-0.032604,-0.58827,0.69626,-0.82076,-0.86394,-0.025015,0.86394,-0.86394,0.15542,-0.86394,0
0.6733,-0.3103,-0.034465,-0.66681,0.62147,-0.74222,-0.94248,0.053525,0.94248,-0.94248,0.076883,-0.94248,0
